source_order	source_key	source_hash	target_text
994	SAY.Flowchart.63.TheChronicler-Library	d7247492a752ba83	지금은 봉인되어 있어. 새로운 순환이 시작될 때마다 늘 그렇듯이...
995	SAY.Flowchart.33.TheChronicler-Library	e7b12d2328dbd3fa	열쇠 중 첫 번째를 가져가... 나머지 아홉 개는 아이테르나 곳곳에 흩어져 있어.
996	SAY.Flowchart.64.TheChronicler-Library	efbb17cec7a17a9a	그중 하나를 찾을 때마다 돌아와서 새로운 시련에 맞서. 행운을 빌게, 친구여.
997	SAY.Flowchart.34.TheKingOfDarkness-Library	feac96507285b95d	곧 다시 들르지.
998	ZONEMAP.Templo de los Reyes.Librería.-414230	60b625da2731508a	왕들의 신전#도서관
999	SAY.Flowchart.480.TheChronicler-Library	4a27a5b0f0337063	빛을 품은 나무가 정령들을 통해 그 빛을 퍼뜨리는 세계가 있어...
1000	TMPRO.TMPro.1800282	6f867a1bb2f7404b	전투에서 스러진 자들의 혼백이 이 저주받은 땅에 머문다. 그들의 떠도는 영혼은 이 평원을 떠돌며, 전장에서 자신의 솜씨가 부족했음을 영원히 한탄한다.
1001	TMPRO.TMPro.3896070	09ec435314bfb854	황야는 끝이 아니다. 자격을 증명하는 자는 두 번째 기회를 얻지만, 이 성벽 너머의 공포를 이겨 내고 되살아난 자는 드물다.
1002	TMPRO.TMPro.6290570	9b8e51fac54f1018	포식자는 자신의 탑에서 용감한 영혼들이 오기를 끈기 있게 기다린다. 그들을 먹어 치워 영원한 공포의 세계로 몰아넣기 위해서다. 실패는 선택지가 아니다.
1003	TMPRO.TMPro.-340726	0f413aea8097bebe	창조주는 무한한 지혜로 왕들의 제단을 창조했다. 스러진 군주가 하늘로 올라 아이테르나의 옥좌를 되찾는 데 필요한 힘의 조각을 안치할 신성한 장소다. 영원히.
1004	TMPRO.TMPro.-178652	14ca5a8495c38a70	저주받은 왕의 죽음은 포식자를 훨씬 더 강력한 존재로 만든다. 새로운 순환이 거듭될 때마다 불멸의 영혼을 삼키고자 하는 갈망이 식욕을 키운다. 그 짐승은 패배한 왕이 자신을 찾아오리라는 것을 안다.
1005	TMPRO.TMPro.-189154	348e248d7917d6df	카오스가 창조한 포식자는 전투에서 패한 자들의 영혼이 되살아나지 못하도록 스러진 자들의 황야를 봉인해야 한다. 그 존재만으로도 전능자의 창조물 안의 균형을 위협하기 때문이다.
1006	TMPRO.TMPro.-194322	13484c8d5a2274ea	지고신은 그 짐승에게 채워지지 않는 굶주림을 축복으로 내렸다. 그 식욕이 어찌나 큰지, 카오스는 새로운 순환이 시작될 때마다 왕들의 제단 조각 하나로 그것을 먹인다. 이 선물은 포식자의 힘을 저주받은 왕과 맞먹을 정도로 끌어올린다.
1007	TMPRO.TMPro.-212962	bc6c79f96a6e6270	하늘로 향하는 길은 이 성벽을 지키는 짐승을 쓰러뜨리는 데 있다. 스러진 군주는 자신의 힘을 증명하기 위해 포식자를 처치하고, 제단을 이루는 일곱 봉인 중 하나를 그 내장에서 뜯어내야 한다.
1008	TMPRO.TMPro.-244644	4a2c01ef63b21180	그녀를 끝장낼 수 있었지만 그러지 않았다... 증오에 휩쓸렸어야 했는데, 오히려... 이게 뭐지? 이런 기분은 그 일이 있기 전부터 느껴 본 적 없는데... 그럴 리 없다... 어둠의 왕은 사랑할 수 없다...
1009	TMPRO.TMPro.-353172	98b55e74a2a203cb	마지막 일격을 가할 수 있었는데... 그러지 않았다... 그의 눈빛이 달라졌다. 그 눈에 서린 것은 더 이상 증오가 아니라, 더 따뜻한 무언가였다... 시간이 너무 흘렀다. 이제는 옥좌를 되찾으러 돌아왔어야 한다...
1010	TMPRO.TMPro.-415918	d35a93326b58cdd5	빛이 어둠을 이기고 있다... 점점 약해지는 게 느껴진다... 내 힘이 매 순간 사라진다... 더는 버틸 수 없다... 무언가 하지 않으면... 나는 소멸하고 말 것이다.
1011	TMPRO.TMPro.-447876	4245fcba0cf09677	카오스의 저주 이전부터 이렇게 행복했던 적은 없었다... 우리 사랑의 결실은 빛과 어둠에 감싸여 태어날 것이다... 그토록 많은 증오와 싸움의 순환을 지나... 상상도 못 했지만, 사실이다... 우리 사랑은 진짜다...
1012	TMPRO.TMPro.-452132	d4f0b2148e189b4d	왜 다시 카오스에게 굴복해야 하는가? 내 힘을 원한다... 더 많은 힘을... 순환의 시대는 끝날 것이다...
1013	TMPRO.TMPro.-1550228	63871d4f8ca8a540	침대는 비어 있었고, 궁전에는 그의 흔적이 없다... 그가 어디로 갔든 무사하리라 믿는다. 언젠가는 돌아올 것이다...
1014	TMPRO.TMPro.-819122	1a8398558deb0c81	창조주는 모든 일을 단단히 매듭지었다... 언제나 한발 앞서 있다... 무모한 짓은 할 수 없다... 내 존재가 위험에 처했다... 행동해야 한다... 지금...
1015	TMPRO.TMPro.-851076	6ea985fa9c396631	내 장군들이 이미 경고했다... 어둠의 왕은 사랑할 수 없으며, 증오만 품을 뿐이다... 그들은 그가 결국 본능에 굴복하리라고 말했다... 그가 돌아오면, 내가 기억하는 그와는 다른 모습일까 두렵다...
1016	TMPRO.TMPro.-851746	271d3eb40340099d	시간은 내 편이 아니다... 선택지가 줄어든다... 신탁을 전적으로 믿지는 않지만, 다른 방법이 없다...
1017	TMPRO.TMPro.-918464	6a3dd3616fde2308	탐험가들이 그를 발견했다... 그는 아이테르나의 이 영역을 모두 지나 궁전에 다가오고 있다...
1018	TMPRO.TMPro.-918960	b9e2c883944ec6db	계획은 실행에 들어갔다. 돌아갈 길은 없다... 시작한 일을 끝내겠다.
1019	TMPRO.TMPro.-949544	57e0f0f0f7e3bcfd	배신당했다... 이용당했다... 무슨 일이 일어났는지 이해할 수 없다... 우리가 함께 행복하지 않았던가? 우리 사랑의 결실은 그의 아버지에게 먹혀 버렸다... 내가 어떻게 그렇게 순진할 수 있었을까? 대가를 치르게 하겠다... 빛이 다시 군림할 것이다... 오랫동안.
1020	SAY.Flowchart.13.TheGuardian-WOTFTown	334d393c7b56d797	아무래도 제 눈이 잘못 본 건 아니었나 봅니다. 정말로 하늘에서 군주가 떨어지셨군요...
1021	SAY.Flowchart.27.TheGuardian-WOTFTown	3985b7d43003f46c	이미 온몸으로 느껴집니다. 새로운 순환이 시작되었습니다.
1022	SAY.Flowchart.14.TheGuardian-WOTFTown	7fb9ec2d582c629a	그녀가 마지막으로 이곳을 지나갔을 때, 눈빛에 깃든 결의를 볼 수 있었습니다. 분노도 있었지요. 예상했던 것보다 훨씬 더...
1023	SAY.Flowchart.15.TheGuardian-WOTFTown	5dde746cc1cd0a76	그녀가 각하보다 먼저 하셨고, 각하께서 다시 그녀보다 먼저 하셨듯이...
1024	SAY.Flowchart.28.TheGuardian-WOTFTown	06ac450b2ca41f4a	그리하여 첫 순환부터 지금까지, 폐하께서는 전투에서 잃은 힘을 되찾고 아이테르나의 옥좌를 되찾으셔야 합니다.
1025	SAY.Flowchart.16.TheGuardian-WOTFTown	402bbf99c49951c4	그것이 카오스의 뜻입니다. 하나가 다른 하나를 대신하고, 빛이 어둠을 대신하는 것...
1026	SAY.Flowchart.17.TheKingOfDarknessWOTFTown	26cbeb0c13111378	설교는 됐다, 수문장. 이건 평생 해 온 일이다.
1027	SAY.Flowchart.18.TheGuardian-WOTFTown	73c1bb740f871b30	그리고 폐하께서는 평생 그렇게 하시게 될 겁니다. 그녀와 마찬가지로요... 우주의 균형은 그렇게 유지됩니다.
1028	SAY.Flowchart.19.TheKingOfDarknessWOTFTown	18d79f04e5c5da2a	순환마다 똑같은 설교라니...
1029	SAY.Flowchart.20.TheGuardian-WOTFTown	e944d8c089febfce	방금 필멸자의 차원으로 내려오셨습니다...
1030	SAY.Flowchart.30.TheGuardian-WOTFTown	ab4a294ac74a6477	한동안 어지럽고 혼란스러우실 수도 있습니다.
1031	SAY.Flowchart.29.TheGuardian-WOTFTown	65649a88ca28b143	기본 동작을 다시 알려드릴까요, 어둠의 왕이시여?
1032	MENU.Flowchart.21	739215889580345e	예
1033	MENU.Flowchart.23	1ea442a134b2a184	아니오
1034	SAY.Flowchart.37.TheGuardian-WOTFTown	c51639c1c95ed453	그럼 그렇게 하시지요, 폐하. 여정에 행운이 함께하기를 바랍니다.
1035	SAY.Flowchart.38.TheGuardian-WOTFTown	4e3f89d08669c75f	어둠이 다시 아이테르나를 다스리기를.
1036	SAY.Flowchart.25.TheGuardian-WOTFTown	f5b10ab04961508a	현명한 결정이십니다, 폐하. 저를 따라오시지요.
1037	SAY.Flowchart.23.TheKingOfDarknessWOTFTown	8da2c2c8f326e341	다시 한번, 수천 번 되풀이된 이야기...
1038	SAY.Flowchart.35.TheKingOfDarknessWOTFTown	282880cd16ba3ea1	{b}{color=#9523d8}왕들의 제단 조각 일곱 개...{/color}{/b} 그것들을 찾아 다시 기둥에 끼워 넣어야 한다.
1039	SAY.Flowchart.37.TheKingOfDarknessWOTFTown	aa656d357abf4c2c	그래야만 내 힘을 되찾고 다시 하늘로 올라갈 수 있다.
1040	SAY.Flowchart.95.TheKingOfDarkness-Forge-3	a52b6cfb71a5466f	드디어 찾았군. 아직 제정신이냐?
1041	SAY.Flowchart.96.Blacksmith-Forge-3	3ee61d2be80d0d62	머릿속에서 그 목소리가 이따금 다시 들리지만, 아직 제 의지대로 행동할 수 있어요.
1042	SAY.Flowchart.97.TheKingOfDarkness-Forge-3	229b7a5934075461	약속은 지켰다. 이제 네 딸은 안전할 거다.
1043	SAY.Flowchart.98.Blacksmith-Forge-3	ff618d304653afa6	고마워요, 낯선 분.
1044	SAY.Flowchart.241.TheKingOfDarkness-Forge-3	bf7d0e02529ee3bd	감사는 나중에 해라...
1045	SAY.Flowchart.100.TheKingOfDarkness-Forge-3	961966e1328a8086	어둠의 재료는 내게 있고, 그걸 빚어낼 힘은 네게 있다.
1046	SAY.Flowchart.101.TheKingOfDarkness-Forge-3	25d5cd22745905a9	이제 내 무기를 만들어라.
1047	SAY.Flowchart.XXX.Blacksmith-Forge-3	8e4922bccce727a4	불사조의 힘으로 어둠의 재료를 빚을 수 있습니다
1048	SAY.Flowchart.109.Blacksmith-Forge-3	d7c3fcb599a714d8	원하시는 무기는 무엇이든 벼려 드릴 수 있습니다. 같은 무기의 부품 하나도 필요합니다.
1049	SAY.Flowchart.138.Blacksmith-Forge-3	1a9d6ca2ad6ce5ac	날이나 손잡이의 일부면 됩니다... 제가 본보기로 삼을 만한 것이면 됩니다.
1050	SAY.Flowchart.145.Blacksmith-Forge-3	869f4a27705b948c	무언가 벼려 드릴까요, 폐하?
1051	SAY.Flowchart.127.Blacksmith-Forge-3	6056cf80b0eae591	여기 폐하의 무기가 있습니다.
1052	SAY.Flowchart.128.TheKingOfDarkness-Forge-3	6fb50011e400775c	훌륭한 솜씨군... 명장에게 걸맞은 작품이다.
1053	SAY.Flowchart.132.Blacksmith-Forge-3	c3d30c582a9a2d29	이제 폐하의 검은 더욱 치명적입니다.
1054	SAY.Flowchart.133.Blacksmith-Forge-3	6fb50011e400775c	훌륭한 솜씨입니다... 명장에게 걸맞은 작품입니다.
1055	SAY.Flowchart.149.CursedBlacksmith	ccc5014e5ab8114e	어둠의 왕! 네가 마지막으로 여기 들른 뒤로 꽤 오래됐군.
1056	SAY.Flowchart.132.TheKingOfDarkness-Forge-Quest	449b391239d53f5e	여기저기 돌아다니며 우주의 균형을 유지하느라 바빴다...
1057	SAY.Flowchart.133.TheKingOfDarkness-Forge-Quest	275f893177cc2626	불멸자라면 다 겪는 일이지, 뭐.
1058	SAY.Flowchart.135.CursedBlacksmith	e7ab6ee45c5b7675	언제나처럼 말재주가 좋군...
1059	SAY.Flowchart.22.CursedBlacksmith	fa89f4a35381611d	날 그만 귀찮게 하고, 내 대장간을 떠나 네가 온 길로 돌아가는 게 어떠냐?
1060	SAY.Flowchart.150.TheKingOfDarkness-Forge-Quest	7947cfb69687d95b	안 돼. 어린 아가씨와 이야기했는데, 그 애는 내가 아버지를 구하러 가는 줄 안다. 실망시킬 수는 없지.
1061	SAY.Flowchart.45.CursedBlacksmith	7484f3ed7d77d87b	배려는 고맙지만, 내게 선택권을 남기지 않는군.
1062	SAY.Flowchart.96.CursedBlacksmith	62bca4ec9e29e968	역시 기대를 저버리지 않는군, 어둠의 왕.
1063	SAY.Flowchart.118.CursedBlacksmith	2eab723a7bfc5225	지난번 네가 내 영역에 들어왔을 때처럼 여전히 건재하군.
1064	SAY.Flowchart.97.TheKingOfDarkness-Forge-Quest	df8b72dab1abf205	이 얼간이들을 내게 보내 스스로 망신을 사는군.
1065	SAY.Flowchart.119.TheKingOfDarkness-Forge-Quest	f838a52e306ed020	이것보다 나은 걸 내놓을 수는 없나?
1066	SAY.Flowchart.98.CursedBlacksmith	053209cfc8cd092c	아직 {b}{color=#9523d8}용광로 두 기{/color}{/b}가 버티고 있다… 지금 떠나지 않으면 내 진짜 힘을 보게 될 거다.
1067	SAY.Flowchart.25.CursedBlacksmith	d0b965ee3d831726	좋게 말할 때 물러나라, 어둠의 왕.
1068	SAY.Flowchart.120.CursedBlacksmith	90174b9022712400	네가 마지막으로 대장간에 왔을 때보다 내 힘은 몇 배나 늘었다.
1069	SAY.Flowchart.124.CursedBlacksmith	7733fc2ba3c1b625	꺼져라. 아니면 내 광신도로 만들어 주지.
1070	SAY.Flowchart.26.TheKingOfDarkness-Forge-Quest	be1ca6f251c8704a	이 모든 순환 동안... 이게 네 최고의 농담이군.
1071	SAY.Flowchart.125.TheKingOfDarkness-Forge-Quest	c874e42db8f60210	그래도 넌 겁쟁이일 뿐이다.
1072	SAY.Flowchart.103.TheKingOfDarkness-Forge-Quest	26081ea47cd0b1c6	계속 우스운 꼴을 보이는 것도 지겹지 않나?
1073	SAY.Flowchart.126.CursedBlacksmith	1d9d162d67d24c5a	네가 없는 동안 내가 얼마나 큰 힘을 쌓았는지 짐작도 못 하겠지.
1074	SAY.Flowchart.128.CursedBlacksmith	574fdc15d834c45e	아직 {b}{color=#9523d8}마지막 용광로{/color}{/b}만은 멀쩡히 남겨 둘 수 있다...
1075	SAY.Flowchart.104.TheKingOfDarkness-Forge-Quest	6a252ac6b1a8c80e	다른 방법을 제안하지...
1076	SAY.Flowchart.127.TheKingOfDarkness-Forge-Quest	654369f6d67fa0c3	내 앞에 무릎 꿇으면 네 용광로는 내버려 두겠다.
1077	SAY.Flowchart.147.CursedBlacksmith	56a46509a1e06716	건방진 놈... 이 대가를 치르게 하겠다...
1078	SAY.Flowchart.136.CursedBlacksmith	c8ffc2fdd0c4763f	이게 네 마지막 기회다.
1079	SAY.Flowchart.65.TheKingOfDarkness-Forge-Quest	a660f3ad07058a1d	네게도 마지막 기회다. 내 제안은 생각해 봤나?
1080	SAY.Flowchart.64.CursedBlacksmith	f4bc3368d14dafc8	그들에게 말해 봐라!
1081	SAY.Flowchart.175.CursedBlacksmith	2b68abe00150dded	돌아오지 말았어야 했다, 어둠의 왕!
1082	SAY.Flowchart.106.CursedBlacksmith	851716a77abfa782	이제 그만이다!
1083	SAY.Flowchart.123.CursedBlacksmith	9c3d77824b49513e	더는 네 태도를 용납하지 않겠다. 마지막 기회를 날렸으니, 그 대가를 치러라.
1084	SAY.Flowchart.122.CursedBlacksmith	f6cee93ab56f5f27	네가 {b}{color=#9523d8}내 방{/color}{/b}이 어디 있는지 알고 있겠지. 충분한 용기가 있다면 와라... 이번에는 네놈이 받아 마땅한 대가를 치르게 해 주겠다.
1085	SAY.Flowchart.107.TheKingOfDarkness-Forge-Quest	4780b2f1f6ed0004	그렇게 많은 순환 동안 하지 않았잖나. 이제 와서 할 생각인가?
1086	SAY.Flowchart.23.CursedBlacksmith	6a602c2ddf19a73c	어서 와라... 문을 지나 나와 정면으로 맞서라.
1087	SAY.Flowchart.13.TheKingOfDarkness-MainForge	832919896ba956e1	이 문은 대장간을 지탱하는 {b}{color=#9523d8}세 개의 용광로를 꺼야{/color}{/b} 열리겠군.
1088	SAY.Flowchart.17.TheKingOfDarkness-WOTF-West-6	f93c653e53930061	이 문을 여는 열쇠를 가진 것 같군...
1089	SAY.Flowchart.13.TheKingOfDarkness-WOTF-West-6	ff8f1dabff15e758	이 제단의 조각은 어둠의 재료로 보호되고 있군...
1090	SAY.Flowchart.14.TheKingOfDarkness-WOTF-West-6	87c2d5396dcd0070	손쉽게 꺼낼 수 있겠군.
1091	SAY.Flowchart.18.TheKingOfDarkness-WOTF-West-6	ec5aa08ecfdd037a	문이 또 있군. 열려면 열쇠가 필요하다...
1092	SAY.Flowchart.19.TheKingOfDarkness-WOTF-West-6	950e8dd23eee45fb	내 앞을 가로막는 자물쇠는 없지...
1093	SAY.Flowchart.20.TheKingOfDarkness-WOTF-West-6	60223aee4e4701b0	문이 더 있군... 열쇠 없이는 열 수 없겠다.
1094	SAY.Flowchart.21.TheKingOfDarkness-WOTF-West-6	0fe4e61a385d38a6	이런 일로 시간을 낭비해야 하다니...
1095	SAY.Flowchart.22.TheKingOfDarkness-WOTF-West-6	1ca6ea84a66d25c0	모든 순환에 걸고! 아직도 문이 더 있다고?
1096	SAY.Flowchart.27.TheKingOfDarkness-WOTF-West-6	791accc20fe285d6	지난번에 이곳을 지날 때는 이렇게 문이 많지 않았는데...
1097	SAY.Flowchart.23.TheKingOfDarkness-WOTF-West-6	f2223aaa925fdbd3	문이 또 하나 있군...
1098	SAY.Flowchart.24.TheKingOfDarkness-WOTF-West-6	2ca9f1dbd771b64c	같은 곳을 맴도는 기분이군...
1099	SAY.Flowchart.25.TheKingOfDarkness-WOTF-West-6	8464b9c782c33c1b	이게 마지막 문이어야 할 텐데... 그러길 바라지.
1100	SAY.Flowchart.26.TheKingOfDarkness-WOTF-West-6	ec0f03e90429d6c7	드디어! 문을 여섯 개나 설치하자고 한 놈의 엉덩이를 걷어차 주겠다.
1101	SAY.Flowchart.33.TheKingOfDarkness-WOTF-West-1	666a8c967993c038	스러진 자들의 황야 서쪽 탑... {b}{color=#9523d8}그 방에서 제단의 조각을 하나 더 찾겠군.{/color}{/b}
1102	SAY.Flowchart.34.TheKingOfDarkness-WOTF-West-1	78cf31adb5a4ba96	하지만 먼저 들어갈 방법부터 알아내야겠다.
1103	SAY.Flowchart.13.TheKingOfDarkness-WOTF-Key-X	77b5b46e55343c5e	음... 이 열쇠로 그 방의 문들을 열 수 있겠군.
1104	SAY.Flowchart.14.TheGuardian-Library	0e38393b9e91d6ad	어둠의 왕이시여, 왕좌에는 마지막 역할이 하나 더 있습니다.
1105	SAY.Flowchart.13.TheGuardian-Library	d59795e7cf874bf5	왕좌를 통해 이미 방문한 다른 왕좌로 빠르게 이동하실 수 있습니다.
1106	SAY.Flowchart.19.TheGuardian-Library	ec53c2a377f828c4	<sprite name="sit"> 눌러 앉으신 뒤, <sprite name="select"> 눌러 지도 메뉴를 여십시오. <sprite name="specialmenu"> 누르면 이용 가능한 위치를 확인하실 수 있습니다.
1107	SAY.Flowchart.20.TheGuardian-Library	1c8de639f95d17bb	<sprite name="UIThrone"> 눌러 이동할 왕좌를 선택하실 수 있습니다.
1108	SAY.Flowchart.15.TheGuardian-Library	21f41b3c5aed7b31	이것을 사용해 {b}{color=#9523d8}스러진 자들의 황야{/color}{/b}로 돌아가 여정을 계속하십시오.
1109	SAY.Flowchart.16.TheKingOfDarkness-Library-2	16fb5769bb6b8b1d	늘 그렇듯 아주 협조적이군, 수문장.
1110	SAY.Flowchart.17.TheGuardian-Library	f67772c243f15510	저는 이만 작별을 고하겠습니다, 폐하.
1111	SAY.Flowchart.18.TheGuardian-Library	a1ee8ffb4f11150e	행운을 빕니다. 어둠이 다시 아이테르나를 다스리기를.
1112	SAY.Flowchart.18.TheKingOfDarkness-WOTF-TowerEast6	26ed81578a83c3e8	내 피의 보석이군... 목이 말라 하는군. 적들이 흘린 피가 이 보석을 채우겠지.
1113	SAY.Flowchart.19.TheKingOfDarkness-WOTF-TowerEast6	287f0c0bde83f910	가득 차면 <sprite name="heal"> 길게 눌러 보석을 소모하고 체력을 회복할 수 있겠군. 여기서 나가기 전에 치유해야겠다.
1114	SAY.Flowchart.18.TheGuardian-OrbTempleDoor1	e93bc2880bb6783c	축하드립니다. 관문 하나를 돌파하실 때마다 더욱 강해지실 것입니다.
1115	SAY.Flowchart.19.TheGuardian-OrbTempleDoor1	458f6ee0b7c43036	여정을 계속하시려면, 도서관에서 한 가지 더 말씀드릴 것이 있습니다.
1116	SAY.Flowchart.20.TheGuardian-OrbTempleDoor1	1302207313a8e355	그곳으로 순간이동시켜 드리겠습니다.
1117	SAY.Flowchart.15.TheKingOfDarkness-WOTF-TowerEast6	053e5db7a8e8b497	이 문은 {b}{color=#9523d8}열쇠{/color}{/b}를 찾기 전에는 열 수 없겠군...
1118	SAY.Flowchart.16.TheKingOfDarkness-WOTF-TowerEast6	48ae537c7779ecf2	어디에 있는 거지?
1119	SAY.Flowchart.14.TheKingOfDarkness-WOTF-TowerEast6	f7cbc3a33347f029	이게 문을 여는 열쇠가 틀림없군...
1120	SAY.Flowchart.17.TheKingOfDarkness-WOTF-TowerEast6	a8276e9c14fa5d6a	확인할 방법은 하나뿐이다.
1121	SAY.Flowchart.15.TheKingOfDarkness-MAU-Doors	d9d88af1e5302586	간단한 열쇠로 열릴 문은 아닌 것 같군.
1122	SAY.Flowchart.18.TheKingOfDarkness-MAU-Doors	b6b07511cba7aa4f	어떤 신성한 마법으로 닫힌 것 같군...
1123	SAY.Flowchart.19.TheKingOfDarkness-MAU-Doors	4abf70852279fb67	이 잠금장치라... 이런 건 처음 보는군...
1124	SAY.Flowchart.20.TheKingOfDarkness-MAU-Doors	1f97aa7241aac201	이 문은 무언가에 봉인되어 있군... 뭐라고 설명해야 할지 모르겠군...
1125	SAY.Flowchart.23.TheKingOfDarkness-TempleEntrance	7b44ab9a12d77eac	영혼의 거울... 텅 빈 채로 발견할 때마다 마음이 무겁군.
1126	SAY.Flowchart.24.TheGuardian-TempleEntrance	da864a9116ef5e6d	순환이 끝에 다다를수록 차츰 완성해 나가실 겁니다...
1127	SAY.Flowchart.25.TheGuardian-TempleEntrance	3b1f06d955118162	완성된 뒤, 그 거울에 무엇이 비치길 바라십니까?
1128	SAY.Flowchart.26.TheKingOfDarkness-TempleEntrance	67574523651667d3	그토록 공들여 세운 계획이... 마침내 이루어졌군.
1129	SAY.Flowchart.27.TheGuardian-TempleEntrance	2a6e68039be09e5d	그게 폐하께서 가장 바라시는 것이라면, 영혼의 거울은 그것을 보여드릴 겁니다...
1130	SAY.Flowchart.28.TheGuardian-TempleEntrance	f97bafcec7ea2027	하지만 먼저 복원해야 합니다.
1131	SAY.Flowchart.45.TheGuardian-TempleEntrance	ea04b97bf932b02e	영혼의 거울 조각은 아이테르나 전역에 {b}{color=#9523d8}흩어져 있습니다.{/color}{/b}
1132	SAY.Flowchart.30.TheKingOfDarkness-TempleEntrance	a8863fb4bd8940c1	언제나 그렇듯이...
1133	SAY.Flowchart.262.TheGuardian-TempleEntrance	da510d7aa8e18269	영혼의 거울을 복원하십시오, 어둠의 왕이시여.
1134	SAY.Flowchart.46.TheGuardian-TempleEntrance	8426f0e7e739efa3	영혼의 거울이 다시 완성되었습니다...
1135	SAY.Flowchart.47.TheGuardian-TempleEntrance	2f45c94b5bc794b0	그리고 거울에는 스러진 군주가 가장 갈망하는 것이 비칩니다.
1136	SAY.Flowchart.58.TheGuardian-TempleEntrance	d84061e169d5daa3	영혼의 거울 조각 X개를 되찾으셨습니다... 계속 그렇게 하십시오, 어둠의 왕이시여.
1137	SAY.Flowchart.13.TheGuardian-TempleEntrance	c0295dac1cb8926e	전하, 왕들의 신전에 오신 것을 환영합니다.
1138	SAY.Flowchart.16.TheGuardian-TempleEntrance	968549a593d5bd05	저주받은 왕이 쓰러지면, 그 힘의 일부가 이 문들 뒤에 봉인됩니다...
1139	SAY.Flowchart.18.TheGuardian-TempleEntrance	ad4535426f9b202c	그리고 그 힘은 다시 되찾으실 때까지 이 문들이 지키게 됩니다.
1140	SAY.Flowchart.19.TheKingOfDarkness-TempleEntrance	d356f256ec7fd845	이런 일은 독학으로 통달했다, 수문장. 나를 혼자 내버려 둬라.
1141	SAY.Flowchart.21.TheGuardian-TempleEntrance	30001c614ac6c089	그럼 가시지요. 기록자에게 받으신 열쇠를 사용해 {b}{color=#9523d8}첫 번째 문을 여십시오.{/color}{/b}
1142	SAY.Flowchart.22.TheGuardian-TempleEntrance	1b6709befe94b3e3	안에는 폐하의 힘의 일부가 있습니다.
1143	SAY.Flowchart.14.TheGuardian-WOTF-East1B	bc0954509534d191	이 왕좌는 여정 중에 발견하게 될 수많은 왕좌 중 하나입니다.
1144	SAY.Flowchart.13.TheGuardian-WOTF-East1B	d3b200f58af1bd27	왕좌에서는 체력을 회복하실 수 있으며, 아이테르나의 여러 영토를 잇는 거점으로도 이용하실 수 있습니다.
1145	SAY.Flowchart.15.TheGuardian-WOTF-East1B	4b1550b16f57071b	마지막으로, <sprite name="sit"> 눌러 왕좌에 앉은 뒤 <sprite name="select"> 눌러 경험치 메뉴를 여십시오
1146	SAY.Flowchart.16.TheGuardian-WOTF-East1B	37fd524c4dd9b828	여기서 필요한 경우 능력을 강화하거나 초기화할 수 있습니다.
1147	SAY.Flowchart.17.TheGuardian-WOTF-East1B	d5f250fabc87fc42	이제 적을 처치해 얻은 스킬 포인트를 사용해 보십시오.
1148	SAY.Flowchart.43.TheGuardian-WOTF-East1B	bc0954509534d191	이 왕좌는 여정 중에 발견하게 될 수많은 왕좌 중 하나입니다.
1149	SAY.Flowchart.44.TheGuardian-WOTF-East1B	d3b200f58af1bd27	왕좌에서는 체력을 회복하실 수 있으며, 아이테르나의 여러 영토를 잇는 거점으로도 이용하실 수 있습니다.
1150	SAY.Flowchart.45.TheGuardian-WOTF-East1B	4b1550b16f57071b	마지막으로, <sprite name="sit"> 눌러 왕좌에 앉은 뒤 <sprite name="select"> 눌러 경험치 메뉴를 여십시오
1151	SAY.Flowchart.46.TheGuardian-WOTF-East1B	37fd524c4dd9b828	여기서 필요한 경우 능력을 강화하거나 초기화할 수 있습니다.
1152	SAY.Flowchart.47.TheGuardian-WOTF-East1B	d5f250fabc87fc42	이제 적을 처치해 얻은 스킬 포인트를 사용해 보십시오.
1153	SAY.Flowchart.18.TheGuardian-WOTF-East1B	82e8e5c4fa6265b2	계속하기 전에 왕들의 신전에서 오랜 지인을 만나셔야 합니다.
1154	SAY.Flowchart.19.TheKingOfDarkness-WOTF-East1B	fe1d2b0e168ef3bc	더 바랄 것도 없군... 하지만 설마 내가 거기까지 걸어가길 바라는 건 아니겠지?
1155	SAY.Flowchart.20.TheGuardian-WOTF-East1B	eff3379555cfc8ab	물론 아닙니다, 전하. 제가 직접 그곳으로 모셔다 드리겠습니다.
1156	SAY.Flowchart.31.TheGuardian-AeternaTutorial	1faeb47f4400b0ae	여전히 건재하시군요, 폐하.
1157	SAY.Flowchart.32.KingOfDarkness-AeternaTutorial	b3cc902aae666c34	당연하지...
1158	SAY.Flowchart.33.TheGuardian-AeternaTutorial	8ae953473ad3ee5f	문을 통과하십시오. 나중에 다시 뵙겠습니다.
1159	SAY.Flowchart.29.TheGuardian-AeternaTutorial	27c82258e144555d	그 검은 카오스의 분노가 폐하의 어깨를 짓누르기 전부터 전장에서 함께해 왔습니다...
1160	SAY.Flowchart.30.TheGuardian-AeternaTutorial	4c09f496bbf1816e	이를 이용하면 적이나 나중에 나올 구체 같은 일부 표면에서 튕겨 오를 수 있습니다.
1161	SAY.Flowchart.20.TheGuardian-AeternaTutorial	cd26089ad384e99e	<sprite name="jump"> + <sprite name="movedown"> 눌러 다른 플랫폼에서는 곧바로 내려가실 수 있습니다.
1162	SAY.Flowchart.19.TheGuardian-AeternaTutorial	c5ee218de05446cf	<sprite name="jump"> 눌러 일부 플랫폼을 아래에서 위로 통과하실 수 있습니다.
